,id,Scientific_Name,size,Size_category,Mass,Habitat,Habitat_Category,Migration,Trophic_Level__Feeding_Habits_,Min_Latitude,Max_Latitude,Centroid_Latitude,Centroid_Longitude,Range_Size,General_Describtion,species_status
74,3726,acridotheres albocinctus,243.2,Medium,98.9,Grassland,Open habitats,1,Omnivore,20.03,26.20,23.37,96.03,328212.57,The collared myna (Acridotheres albocinctus) is a species of starling in the family Sturnidae.,Least Concern
75,7029,acridotheres burmannicus,213.6,Medium,89.0,Grassland,Open habitats,2,Omnivore,15.66,24.78,20.71,96.79,327472.26,"The  Burmese myna (Acridotheres burmannicus) is a species of starling in the family Sturnidae.[2] It is found in Myanmar and Yunnan, China.[1]",extant
76,3894,acridotheres cinereus,240.9,Medium,98.9,Grassland,Open habitats,2,Omnivore,-5.71,-3.50,-4.68,119.91,20065.88,"The pale-bellied myna (Acridotheres cinereus) is a species of starling in the family Sturnidae. It is endemic to the southwestern peninsula of Sulawesi (south from Ranteapo), Indonesia. It has been introduced to Tawau, Sabah (Borneo).",Vulnerable
77,10305,acridotheres cristatellus,253.3,Medium,116.31,Grassland,Open habitats,2,Omnivore,10.91,34.72,26.65,109.29,3073262.93,"The crested myna (Acridotheres cristatellus), also known as the Chinese starling, is a species of starling in the genus Acridotheres native to southeastern China and Indochina.[2][3] It is named after the tuft of feathers on its forehead that resembles a crest.[3]",Least Concern
78,8550,acridotheres fuscus,235.0,Medium,82.8,Woodland,Semi-open habitats,2,Omnivore,1.21,34.60,21.75,85.64,2411128.95,"The jungle myna (Acridotheres fuscus) is a myna, a member of the starling family. It is found patchily distributed across much of the mainland of the Indian Subcontinent but absent in the arid zones of India. It is easily recognized by the tuft of feathers on its forehead that form a frontal crest, a feature also found in the closely related Javan myna and the pale-bellied myna which were treated as a subspecies in the past. The eyes are pale, yellow or blue depending on the population and the base of the orange-yellow bill is dark. It has also been introduced either intentionally or accidentally into many other parts of the world including Fiji, Taiwan, the Andaman Islands, and parts of Japan. The species has also spread out on its own to some islands in the Pacific.",extant
79,8276,acridotheres ginginianus,231.9,Medium,72.0,Grassland,Open habitats,2,Omnivore,18.38,34.46,25.86,78.09,1641344.88,"The bank myna (Acridotheres ginginianus) is a myna found in the northern parts of South Asia. It is smaller but similar in colouration to the common myna, only differing in having brick-red naked skin behind the eyes instead of yellow. It is greyer on the underside and in this and in the presence of a slight tuft of feathers bears some resemblance to the jungle myna. They are found in flocks on the plains of northern and central India, often within towns and cities. Their range appears to be extending southwards into India. The name is derived from their habit of nesting almost exclusively in the earthen banks of rivers, where they excavate burrows and breed in large colonies.",extant
80,8172,acridotheres grandis,248.3,Medium,98.91,Grassland,Open habitats,1,Omnivore,3.06,27.91,17.79,101.37,1707140.60,"The great myna (Acridotheres grandis), also known as the white-vented myna, is a species of starling in the family Sturnidae. It is found in Northeast India, through Bangladesh to Southeast Asia.",Least Concern
81,9255,acridotheres javanicus,229.0,Medium,93.5,Grassland,Open habitats,1,Omnivore,-8.85,-5.88,-7.35,110.16,130826.23,"The Javan myna (Acridotheres javanicus), also known as the white-vented myna, is a species of myna. It is a member of the starling family. It is native to Bali and Java. It has been introduced to other Asian countries, and as far away as Puerto Rico.",Vulnerable
82,9797,acridotheres melanopterus,232.6,Medium,89.0,Woodland,Open habitats,1,Herbivore,-6.13,-6.01,-6.11,106.71,38.70,"The black-winged myna[2] (Acridotheres melanopterus) is a species of starling in the family Sturnidae. The species is also known as the black-winged starling or the white-breasted starling. It is endemic to Indonesia. There are three recognised subspecies: the nominate race, which occurs across much of the island of Java; tricolor, which is restricted to south east Java; and tertius, which is found on Bali and possibly Lombok. The validity of the records on Lombok has been called into question, as there are only a few records and those may represent escapees from the caged-bird trade or natural vagrants. The species has often been assigned to the starling genus Sturnus, but is now placed in  Acridotheres because it is behaviourally and vocally closer to the birds in that genus.[3]",extant
83,10778,acridotheres tristis,263.2,Medium,116.43,Human Modified,Open habitats,2,Carnivore,0.81,48.29,27.06,81.59,8561587.67,,extant
84,7160,acritillas indica,187.2,Medium,30.6,Forest,Dense habitats,1,Herbivore,5.92,19.41,11.48,77.74,219041.39,"The  yellow-browed bulbul (Acritillas indica), or golden-browed bulbul, is a species of songbird in the bulbul family, Pycnonotidae. It is found in the forests of southern India and Sri Lanka. The yellow-browed bulbul is mainly yellow on the underside and olive above with a distinct yellow brow. They are easily located by their loud calls but tend to skulk within foliage below the forest canopy. While its taxonomic classification has changed over time, it is currently the sole species within the monotypic genus Acritillas which is closely related to Hemixos.",extant
85,9401,acrobatornis fonsecai,137.1,Small,13.7,Forest,Dense habitats,1,Carnivore,-16.05,-14.51,-15.42,-39.65,3689.54,"The pink-legged graveteiro (Acrobatornis fonsecai) is a species of bird in the family Furnariidae that is endemic to the Atlantic Forest located in the southeast part of Brazil, thriving in local cocoa plantations.[2] As of 2000 the pink-legged graveteiro is listed as a vulnerable species.[1] The estimated population of the pink-legged graveteiro is between 2,500 and 9,999 individuals left in the wild.[3] Its main habitat is cocoa plantations. It is the only member of the genus Acrobatornis.",Vulnerable
86,3373,acrocephalus aequinoctialis,161.5,Medium,25.0,Shrubland,Open habitats,1,Carnivore,1.78,4.70,2.11,-157.63,229.11,"The bokikokiko, Kiritimati reed warbler or Christmas Island warbler (Acrocephalus aequinoctialis) is a species of warbler in the family Acrocephalidae. It is found only on Kiritimati and Washington Island (Kiribati).",Endangered
87,8955,acrocephalus agricola,131.2,Small,9.6,Wetland,Open habitats,3,Carnivore,35.39,56.93,46.50,71.71,6560153.70,"The paddyfield warbler (Acrocephalus agricola) is a species of marsh warbler (family Acrocephalidae). It was formerly included in the ""Old World warbler"" assemblage. The Manchurian reed warbler (A. tangorum) was (and sometimes still is) included in A. agricola as a subspecies.",Least Concern
88,10583,acrocephalus arundinaceus,204.3,Medium,30.0,Wetland,Open habitats,3,Carnivore,23.84,63.20,49.39,45.30,9336953.31,,extant
89,3541,acrocephalus atyphus,194.6,Medium,30.0,Shrubland,Open habitats,1,Carnivore,-21.73,-14.09,-16.91,-144.10,611.16,"The Tuamotu reed warbler (Acrocephalus atyphus) is a species of Old World warbler in the family Acrocephalidae.
It is found only in French Polynesia.",Least Concern
90,6497,acrocephalus australis,162.6,Medium,17.7,Wetland,Open habitats,3,Carnivore,-43.31,18.84,-21.31,137.46,5363722.05,"The Australian reed warbler (Acrocephalus australis) is an Old World warbler in the genus Acrocephalus and is the only Acrocephalus species native to Australia.[2]  It has also been observed in Papua New Guinea and nearby islands. The name Acrocephalus refers to the peaked crown found on reed warblers in this genus and can be translated to mean ""topmost head"" in Greek.[2] The species name australis is translated to mean ""southern"" in Latin, and refers to the species range, Australia.[2] In its western range the Australian reed warbler is also known as ""Koordjikotji"" (pronounced core’chee’caw’chee) in the local Aboriginal language of Perth and its surrounds.[3]",extant
91,7751,acrocephalus bistrigiceps,123.2,Small,8.67,Wetland,Open habitats,3,Carnivore,29.02,54.71,43.82,124.82,4170337.09,"The black-browed reed warbler (Acrocephalus bistrigiceps) is a marsh-warbler in the family Acrocephalidae. It was formerly included in the ""Old World warbler"" assemblage. The species was first described by Robert Swinhoe in 1860.",extant
92,4182,acrocephalus brevipennis,153.7,Medium,16.0,Shrubland,Semi-open habitats,1,Carnivore,14.88,16.68,15.18,-23.83,1324.46,"The Cape Verde warbler (Acrocephalus brevipennis) is an Old World warbler in the genus Acrocephalus. It is also known as the Cape Verde cane warbler or Cape Verde swamp warbler, and in Creole as tchota-de-cana or chincherote[2] (also tchintchirote).[3] It breeds on Santiago, Fogo, and São Nicolau in the Cape Verde Islands.[4][5] It previously bred on Brava. This species is found in well-vegetated valleys, avoiding drier areas. It nests in reedbeds, two to three eggs being laid in a suspended nest.[6]",Vulnerable
93,3868,acrocephalus caffer,205.7,Medium,43.8,Forest,Semi-open habitats,1,Carnivore,-17.78,-17.52,-17.65,-149.42,266.98,"The Tahiti reed warbler (Acrocephalus caffer) is a songbird in the genus Acrocephalus. It used to be placed in the ""Old World warbler"" assemblage (Sylviidae), but is now in the newly recognized marsh warbler family Acrocephalidae. It is endemic to the island of Tahiti.",extant
94,3542,acrocephalus concinens,133.6,Small,8.3,Wetland,Semi-open habitats,2,Carnivore,23.52,41.88,33.61,105.24,2146677.25,"The blunt-winged warbler (Acrocephalus concinens) is a marsh-warbler (family Acrocephalidae). The species was first described by Robert Swinhoe in 1870. It was formerly included in the ""Old World warbler"" assemblage.",extant
95,9341,acrocephalus dumetorum,137.5,Small,11.2,Wetland,Semi-open habitats,3,Carnivore,37.32,64.23,55.04,64.74,5747941.28,"Blyth's reed warbler (Acrocephalus dumetorum) is an Old World warbler in the genus Acrocephalus. It breeds in the Palearctic and easternmost Europe. It is migratory, wintering in Bangladesh, India and Sri Lanka. It is one of the most common winter warblers in those countries. It is a rare vagrant to western Europe.",extant
96,7480,acrocephalus familiaris,138.4,Small,18.3,Shrubland,Open habitats,1,Carnivore,23.05,23.06,23.06,-161.92,1.55,The millerbird (Acrocephalus familiaris) is a species of Old World warbler in the family Acrocephalidae endemic to the Hawaiian Islands.,Critically Endangered
97,6227,acrocephalus gracilirostris,147.5,Medium,14.4,Wetland,Open habitats,1,Carnivore,-34.84,14.77,-13.82,29.52,4809980.00,"The lesser swamp warbler or Cape reed warbler (Acrocephalus gracilirostris) is an Old World warbler in the genus Acrocephalus. It is a resident breeder in Africa from the Democratic Republic of the Congo, the Chad and Ethiopia south to South Africa. This is a common species of reedbeds in standing water.",extant
98,6995,acrocephalus griseldis,168.1,Medium,16.7,Wetland,Open habitats,3,Carnivore,28.93,34.61,31.95,45.59,105982.42,"The Basra reed warbler (Acrocephalus griseldis) is a ""warbler"" of the genus Acrocephalus. It is an endemic breeder in Southwestern Iran, East and southern Iraq, Kuwait, and Israel[2] in extensive beds of papyrus and reeds. It is easily mistaken for the great reed warbler but is a bit smaller, has whiter underparts and has a narrower, longer and more pointed bill. It winters in East Africa. It is a very rare vagrant in Europe. The call is a gruff chaar, deeper than a reed warbler's.",Endangered
99,103,acrocephalus hiwae,200.8,Medium,35.6,Wetland,Semi-open habitats,1,Carnivore,15.10,17.62,15.34,145.76,134.91,The Saipan reed warbler (Acrocephalus hiwae) is a critically endangered songbird of the Northern Mariana Islands.,Critically Endangered
100,440,acrocephalus kerearako,177.2,Medium,22.5,Forest,Semi-open habitats,1,Carnivore,-21.94,-19.76,-21.34,-157.87,69.45,"The Cook reed warbler (Acrocephalus kerearako) or Cook Islands reed warbler, is a species of Old World warbler in the family Acrocephalidae. It is native to the southeastern Cook Islands. Its natural habitats are subtropical or tropical dry forests, swamps, and rural gardens. It is threatened by habitat loss.",extant
101,9237,acrocephalus melanopogon,123.5,Small,10.9,Wetland,Open habitats,3,Carnivore,24.37,49.94,42.27,49.27,2304218.81,"The moustached warbler (Acrocephalus melanopogon) is an Old World warbler in the genus Acrocephalus. It breeds in southern Europe and southern temperate Asia with a few breeding in north-west Africa. It is partially migratory. South-west European birds are resident, south-east European birds winter in the Mediterranean breeding range, and the Asiatic race migrates to Arabia, India and Pakistan.",Not Evaluated
102,1374,acrocephalus mendanae,214.3,Medium,36.3,Shrubland,Semi-open habitats,1,Carnivore,-10.54,-7.86,-9.83,-139.16,593.47,The southern Marquesan reed warbler (Acrocephalus mendanae) is a species of Old World warbler in the family Acrocephalidae.,Least Concern
103,3071,acrocephalus newtoni,168.3,Medium,17.0,Wetland,Open habitats,1,Carnivore,-25.61,-11.95,-19.38,46.70,591120.51,"The Madagascar swamp warbler (Acrocephalus newtoni) is a species of Old World warbler in the family Acrocephalidae.
It is found only in Madagascar.
Its natural habitat is swamps.",Least Concern
104,7492,acrocephalus orientalis,174.7,Medium,23.5,Wetland,Open habitats,3,Carnivore,26.45,53.94,43.41,121.43,5305557.13,The Oriental reed warbler (Acrocephalus orientalis)  is a passerine bird of eastern Asia belonging to the reed warbler genus Acrocephalus. It was formerly classified as a subspecies of the great reed warbler (A. arundinaceus) of the western Palearctic.,extant
